Member ID,Practice Name,IRL,Legal Profile,Term Date,State,Country
1113,Dr. Hecker & Associates,10/1/2005,C-corp,,Virginia,USA
1114,Worth Hearing Center,4/23/2009,S-corp,,New Mexico,USA
1115,Hearing Solutions Inc,5/18/2009,Unknown,5/31/2009,California,USA
1116,Lafayette Hearing Center,4/17/2009,S-corp,,Indiana,USA
1117,Park Avenue Acoustics,5/16/2009,Sole Proprietor,9/4/2013,New York,USA
1119,Roseburg Audiology Center,2/3/2009,S-corp,,Oregon,USA
1121,Micron Audiology,6/20/2009,Unknown,12/6/2017,Washington,USA
1124,Hearing Professional Center,5/27/2009,Unknown,,Texas,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Washington,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Kansas,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Michigan,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Oregon,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Alaska,USA
1125,Pulse Clinic Edited,1/1/2000,Unknown,7/15/2016,Arizona,USA
1127,Alvarez Audiology & Hearing,3/11/2009,Sole Proprietor,2/9/2017,Florida,USA
1128,Audiology Affiliates,6/5/2009,Unknown,,Massachusetts,USA
1131,Hearing Services of Iowa,6/20/2009,Sole Proprietor,2/28/2017,Iowa,USA
1132,Hearing Testing Center,6/20/2009,Unknown,6/1/2009,California,USA
1134,Better Sound Audiology,6/20/2009,S-corp,1/4/2012,California,USA
1136,Audiology & Hearing Aid Associates,6/20/2009,Sole Proprietor,10/18/2013,Arizona,USA
1137,Timpanogos Hearing & Balance,6/20/2009,Unknown,4/5/2016,Utah,USA
1139,Audiology Consultants of Panama City,6/20/2009,Unknown,6/1/2011,Florida,USA
1140,,7/14/2009,Unknown,7/31/2009,California,USA
1141,Audiology & Hearing Aids of the Palm Beaches,1/4/2010,LLC,,Florida,USA
1142,North Shore Audiovestibular Laboratory,7/6/2009,Unknown,7/31/2009,Illinois,USA
1143,Oberlin Hearing Care,7/9/2009,Unknown,,Ohio,USA
1144,HearFlorida/Miami Hearing Center,7/15/2009,C-corp,1/3/2011,Florida,USA
1145,Whittier Hearing Center,9/12/2009,C-corp,12/1/2016,California,USA
1146,"Carolina Hearing Services, Inc.",9/12/2009,S-corp,7/5/2017,South Carolina,USA
1147,Sarasota Hearing Center ,9/12/2009,S-corp,3/21/2011,Florida,USA
1148,Digital Hearing Healthcare,9/12/2009,Unknown,3/1/2018,Massachusetts,USA
1150,Advanced Hearing Care,9/12/2009,Unknown,,Oklahoma,USA
1151,Hearing Associates,9/12/2009,Unknown,9/18/2012,Illinois,USA
1152,Southside Hearing Center,9/12/2009,Unknown,,New York,USA
1153,"Harbor Hearing, P.A.",9/12/2009,Sole Proprietor,,Florida,USA
1154,Hearing Solutions INC,9/12/2009,Unknown,8/30/2012,Louisiana,USA
1155,,10/3/2009,Unknown,2/1/2015,New York,USA
1156,Doctors Hearing Care,9/12/2009,Sole Proprietor,,Indiana,USA
1157,,10/16/2009,Unknown,,Washington DC,USA
1158,Southwest Hearing SVC,11/23/2009,Unknown,5/10/2017,Colorado,USA
1159,Professional Hearing Management,11/21/2009,S-corp,,Indiana,USA
1160,Audiology Associates,11/21/2009,S-corp,,Alaska,USA
1161,HearWell Center,11/21/2009,Unknown,,Pennsylvania,USA
1163,Hearing Centers of PA,11/21/2009,S-corp,,Pennsylvania,USA
1164,Heritage Hearing Care,11/21/2009,Unknown,12/1/2011,Michigan,USA
1166,Hawkins Hearing Center,3/24/2016,Unknown,5/27/2016,Ohio,USA
1167,G B Audiology PLLC,11/21/2009,Unknown,,New York,USA
1168,Audiology Hears PC,11/21/2009,S-corp,,Georgia,USA
1169,Center for Better Hearing ,2/11/2010,Unknown,9/29/2011,New York,USA
1170,Bright Audiology & Speech,11/23/2009,C-corp,11/23/2009,North Carolina,USA
1171,Enhanced Auditory Resources,12/15/2009,Unknown,3/14/2012,Massachusetts,USA
1172,Spencer Audiology Clinic,12/4/2009,S-corp,,Washington,USA
1173,Family Audiology Associates,1/8/2010,Unknown,,Ohio,USA
1174,Doctors Hearing Clinic,12/4/2009,Unknown,1/1/2013,Alabama,USA
1175,Hearing Dynamics,12/5/2009,Unknown,8/1/2010,California,USA
1176,"Lifetime Hearing Clinic, Inc.",12/7/2009,Unknown,4/17/2014,Tennessee,USA
1177,Audiology Associates of Cleveland,11/21/2009,Unknown,12/8/2011,Ohio,USA
1179,Oberlin Hearing Care,7/9/2009,Unknown,6/1/2011,Ohio,USA
1180,Traci Wilkerson Audiology,1/23/2010,Unknown,11/5/2014,Oklahoma,USA
1181,Hearing Innovations - Neuro-Communication Services,1/23/2010,C-corp,6/8/2016,Ohio,USA
1182,Hawkins Hearing Center,11/1/2009,Unknown,6/10/2014,Ohio,USA
1184,Family Audiology Associates,11/1/2009,Unknown,6/1/2011,Ohio,USA
1189,Quincy Audiology,1/23/2010,Unknown,,Illinois,USA
1190,NEURO COMMUNICATIONS SVC,2/2/2010,Unknown,6/1/2011,Ohio,USA
1191,MOSS HEARING CTR,2/2/2010,Unknown,8/31/2012,Illinois,USA
1192,"Professional Hearing Services, Inc",2/2/2010,Unknown,,Indiana,USA
1193,Tri-State Audiology,1/23/2010,Unknown,3/20/2017,Arizona,USA
1194,Jacobs Clinical Diagnostics,3/2/2012,Unknown,9/17/2015,California,USA
1195,Tri-State Audiology,1/23/2010,Unknown,6/1/2011,Arizona,USA
1196,Comprehensive Hearing Services,2/20/2010,Unknown,,Montana,USA
1197,Athens Hearing Clinic,3/2/2010,Unknown,8/1/2010,Georgia,USA
1198,Fagan Center for Audiology,9/17/2006,Unknown,,Maine,USA
1199,Professional Hearing Center,2/22/2010,Unknown,10/6/2015,New Jersey,USA
1200,Hearing & Speech Associates,2/22/2010,Unknown,,Indiana,USA
1201,Family Hearing Ctr,2/22/2010,Unknown,12/8/2011,New York,USA
1202,"The Ear Guys, LLC.",3/1/2010,LLC,,California,USA
1203,Bieri Hearing Instruments,2/20/2010,Unknown,6/1/2011,Michigan,USA
1204,South Sound Audiology,4/8/2010,LLC,,Washington,USA
1205,"Staten Island Audiological Service, P.C.",5/4/2010,Unknown,,New York,USA
1206,Champlain Valley Audiology,5/1/2010,Unknown,,New York,USA
1207,S. Pollak Audiological PC,5/1/2010,Unknown,2/6/2012,New York,USA
1208,Affinity Hearing,5/1/2010,Unknown,8/24/2010,Minnesota,USA
1209,Precision Hearing,5/1/2010,C-corp,2/29/2012,California,USA
1210,Audiology Associates,5/1/2010,Unknown,11/7/2011,Missouri,USA
1211,Tarzana Audiology,5/1/2010,Unknown,3/21/2011,California,USA
1212,Hearing Solutions Group,5/1/2010,Unknown,10/31/2015,Minnesota,USA
1214,Audiology Associates of Holladay,3/16/2009,LLC,6/1/2018,Utah,USA
1215,Cape May County Hearing Aid Dispensary,5/24/2010,Unknown,8/1/2010,New Jersey,USA
1216,Manatee Hearing & Speech Center ,5/6/2010,Unknown,,Florida,USA
1217,Stanford Hearing & Hearing Aid  ,3/18/2009,Unknown,1/9/2013,South Dakota,USA
1218,Winter Haven Audiology,6/26/2010,Unknown,,Florida,USA
1219,NuTone Hearing Aid Center,6/26/2010,Unknown,,West Virginia,USA
1220,Hill Country Hearing,6/29/2010,LLC,,Texas,USA
1221,Hearing Wellness Center,6/26/2010,Unknown,8/24/2011,Michigan,USA
1222,Darr & Associates,6/26/2010,S-corp,8/8/2018,Indiana,USA
1222,Darr & Associates,6/26/2010,S-corp,8/8/2018,Michigan,USA
1223,Brooks Hearing & Speech Clinic,7/9/2010,LLC,,Texas,USA
1224,The Center for Healthy Hearing,7/9/2010,Unknown,10/27/2014,Texas,USA
1225,Coast Hearing Center,7/9/2010,Sole Proprietor,4/23/2014,California,USA
1227,Amdahl Hearing,6/26/2010,Unknown,12/31/2014,Minnesota,USA
1228,Audiology Associates of Westchester,9/22/2010,General Partnership,9/30/2015,New York,USA
1229,The Hearing Center of Glastonbury,9/11/2010,LLC,10/2/2017,Connecticut,USA
1230,East End Hearing,9/11/2010,Unknown,5/22/2015,New York,USA
1231,"The Hearing Clinic, Inc.",9/11/2010,Unknown,1/8/2016,North Carolina,USA
1232,Blue Ridge Hearing & Balance Clinic,9/11/2010,Unknown,1/13/2014,West Virginia,USA
1233,Wilmington Hearing Specialist,9/11/2010,Unknown,7/30/2012,North Carolina,USA
1234,"EarCare, P.A.",9/14/2010,Unknown,,Florida,USA
1235,Family Audiology PLLC,9/15/2010,LLC,7/5/2017,New York,USA
1236,"Audiology Consultants of Cortland, P.C.",9/16/2010,Unknown,11/9/2017,New York,USA
1237,Hearing Health Care,9/11/2010,Unknown,3/1/2018,South Carolina,USA
1238,West Virginia Hearing Centers,9/16/2010,Unknown,3/5/2012,West Virginia,USA
1239,Advanced Hearing Care,9/11/2010,S-corp,,New Mexico,USA
1240,Hearing Aid Counselors & Audiology,5/31/2008,Unknown,5/1/2016,Nevada,USA
1240,Hearing Aid Counselors & Audiology,5/31/2008,Unknown,5/1/2016,Idaho,USA
1241,"Family Hearing & Sensory-Neural Center-Huntsville, PLLC",9/11/2010,Unknown,,Texas,USA
1242,The Hearing Clinic,9/11/2010,LLC,,Texas,USA
1243,Audiology Associates of Hawaii,9/11/2010,Unknown,7/13/2011,Hawaii,USA
1244,Blount Hearing & Speech Services,9/11/2010,Unknown,1/13/2014,Tennessee,USA
1245,Audiology Services of Chattanooga,9/11/2010,Unknown,9/29/2011,Tennessee,USA
1246,Atlanta Hearing Associates,9/20/2010,Unknown,8/26/2011,Georgia,USA
1247,AUD Hearing,9/12/2010,Unknown,12/1/2010,Wisconsin,USA
1248,Hearing Health Care Inc.,9/11/2010,Unknown,5/8/2014,Missouri,USA
1249,"ENT Medical and Surgical Group, LLC  ",9/11/2010,Unknown,,Connecticut,USA
1250,Allegany Hearing & Balance,11/8/2010,Unknown,,Maryland,USA
1251,Wake Audiology & Hearing Aid Assoc. PLLC. ,11/20/2010,LLC,1/22/2014,North Carolina,USA
1252,Atalantic Audiology,11/20/2010,Unknown,1/12/2011,Massachusetts,USA
1253,"The Hearing Clinic, Inc.",11/20/2010,S-corp,,Virginia,USA
1255,The Hearing Professionals,11/20/2010,Unknown,9/5/2012,Wisconsin,USA
1256,Training Audiology Practice,1/19/2011,LLC,1/19/2011,Washington,USA
1257,Audiology & Hearing Center Cookeville/McMinnville,1/25/2011,Unknown,,Tennessee,USA
1258,Adirondack Audiology Associates,1/24/2011,Unknown,11/9/2014,New York,USA
1258,Adirondack Audiology Associates,1/24/2011,Unknown,11/9/2014,Vermont,USA
1259,Local Hearing Aid and Audiology,1/22/2011,Unknown,3/28/2011,Alabama,USA
1260,Horizon Hearing Services,1/22/2011,Sole Proprietor,,Missouri,USA
1261,Tustin Hearing Center,1/24/2011,S-corp,3/1/2018,California,USA
1262,Kenwood Hearing Center,2/4/2011,C-corp,10/4/2016,Ohio,USA
1263,Family Hearing and Speech,2/15/2011,C-corp,1/4/2012,California,USA
1264,Asheville Audiology Services,3/12/2011,LLC,10/14/2014,North Carolina,USA
1265,Hearing Services,3/12/2011,S-corp,8/14/2012,North Carolina,USA
1266,Professional Audiology Associates,3/12/2011,S-corp,2/27/2012,Florida,USA
1267,Oconee Audiology,3/12/2011,S-corp,7/18/2014,South Carolina,USA
1268,Audiology of the Sandhills,3/12/2011,S-corp,,North Carolina,USA
1269,Hearing Conservation Associates,3/12/2011,C-corp,5/1/2015,Tennessee,USA
1270,Delta Hearing Services,3/12/2011,Unknown,5/18/2011,Mississippi,USA
1271,Ormson Hearing Healthcare,12/11/2012,Sole Proprietor,10/16/2013,Texas,USA
1272,HearCare Hearing,5/14/2011,Unknown,2/8/2012,New York,USA
1273,Hearing Center of Plainview,5/14/2011,LLC,,New York,USA
1274,CT ENT Sinus & Allergy,5/14/2011,Unknown,7/17/2018,Connecticut,USA
1275,Ridgewood Hearing Center,5/13/2011,Unknown,2/2/2012,New Jersey,USA
1276,Center for Audiology Services,5/14/2011,Sole Proprietor,,Pennsylvania,USA
1277,Greer Audiology,5/14/2011,Unknown,8/4/2011,South Carolina,USA
1278,Enhanced Auditory Resources,5/19/2011,S-corp,3/14/2012,Massachusetts,USA
1279,Culpeper Hearing Center,5/14/2011,LLC,9/5/2012,Virginia,USA
1280,Audiology & Hearing Health,5/14/2011,Sole Proprietor,,Tennessee,USA
1281,Upper Valley Hearing and Balance Inc. ,5/14/2011,Unknown,4/1/2017,Ohio,USA
1282,Northern Audiology and Hearing,5/31/2011,Unknown,10/18/2012,Alaska,USA
1283,Sound Solutions Hearing and Balance Center,6/6/2011,S-corp,9/18/2012,California,USA
1284,the Hearing Center of Chestertown,6/14/2011,LLC,,Maryland,USA
1285,Central Plains ENT,6/11/2011,S-corp,3/26/2018,Nebraska,USA
1285,Central Plains ENT,6/11/2011,S-corp,3/26/2018,South Dakota,USA
1286,Hearing Services Center,6/11/2011,S-corp,,California,USA
1287,The Towers Audiology Center,6/11/2011,S-corp,4/7/2015,California,USA
1288,Hearing Partners of S. Florida,6/11/2011,S-corp,12/7/2014,Florida,USA
1289,Love Hearing Services,6/11/2011,S-corp,4/21/2015,California,USA
1290,East Texas Hearing Solutions,7/9/2011,C-corp,4/3/2012,Texas,USA
1291,Hackensack Audiology & Hearing Aid Associates,6/21/2011,LLC,,New Jersey,USA
1292,Island Audiology,6/21/2011,LLC,,Hawaii,USA
1293,South Bay Hearing,7/7/2011,S-corp,,California,USA
1294,South Bay Hearing & Balance,7/14/2011,S-corp,2/20/2014,California,USA
1295,Tom Metz Audiology,7/29/2011,Unknown,9/2/2011,California,USA
1296,Doctors of Hearing Healthcare,7/29/2011,S-corp,,Illinois,USA
1297,"The Audiology Center, Inc",7/29/2011,Unknown,1/9/2018,South Carolina,USA
1315,"Cityview Audiology & Hearing Aids, Inc.",9/17/2011,S-corp,,Texas,USA
1316,Gold Country Hearing Center,9/17/2011,S-corp,12/29/2014,California,USA
1317,Audiology and Hearing Center,9/17/2011,S-corp,,Missouri,USA
1318,McLean Audiology & Hearing Partners,9/17/2011,Sole Proprietor,8/30/2012,Texas,USA
1319,Alabama Hearing & Balance Associates,9/17/2011,S-corp,5/15/2018,Alabama,USA
1320,Birmingham Speech and Hearing,9/17/2011,LLC,3/13/2012,Alabama,USA
1321,Allied Hearing,9/19/2011,LLC,,Michigan,USA
1322,Northwest Kansas Hearing Svc,9/19/2011,Unknown,2/2/2012,Kansas,USA
1323,Advanced Hearing Healthcare,9/17/2011,S-corp,6/5/2012,Illinois,USA
1324,Hearing Health Associates,9/12/2011,S-corp,,Virginia,USA
1325,Professional Hearing Assoc Inc,9/5/2011,C-corp,1/19/2015,California,USA
1326,Fox Valley Hearing Center Inc,9/26/2011,C-corp,,Wisconsin,USA
1327,Steinwart Audiology and Speech,9/27/2011,Sole Proprietor,11/17/2016,Illinois,USA
1334,Caldwell & Cook Hearing Services,11/10/2011,S-corp,5/13/2015,Kentucky,USA
1335,Hearing Advantage Inc,3/17/2015,C-corp,,Washington,USA
1336,"Hunterdon Audiology Associates, LLC.",11/12/2011,LLC,,New Jersey,USA
1337,Auburn Audiology PC,11/12/2011,S-corp,10/14/2016,New York,USA
1338,Hearing Solutions Inc.,11/12/2011,S-corp,12/31/2016,Florida,USA
1339,"Clark Audiology, LLC",11/12/2011,LLC,4/27/2012,Ohio,USA
1340,,11/12/2011,Unknown,8/9/2012,Arizona,USA
1341,Advanced Hearing Care,11/12/2011,S-corp,,Indiana,USA
1342,HearingSolutions of the Pine Belt,1/1/2013,Unknown,1/4/2013,Mississippi,USA
1344,"Family Hearing Center of Marlton, LLC",12/9/2011,LLC,12/3/2014,New Jersey,USA
1345,Audiology Service Associates,12/21/2011,Unknown,7/31/2014,New York,USA
1411,Hear Virginia,1/21/2012,Unknown,,Virginia,USA
1412,Carolina Hearing Group,1/21/2012,S-corp,,North Carolina,USA
1413,Placer Speech & Hearing Services,1/21/2012,Unknown,4/18/2012,California,USA
1414,Hearing Services of Antioch,1/21/2012,S-corp,5/31/2018,California,USA
1415,Harper Hearing Services Co.,1/21/2012,Unknown,11/8/2016,Arizona,USA
1417,Hear Again 2/ Mountain Hearing Center,1/20/2012,Unknown,6/4/2014,California,USA
1418,Humboldt Audiology,1/21/2012,S-corp,,California,USA
1421,Center for Audiology,1/21/2012,C-corp,,Tennessee,USA
1433,Maze Hearing & Balance LLC,3/10/2012,Unknown,,Ohio,USA
1434,Walnut Creek Hearing Aid Center,4/4/2016,Unknown,5/31/2013,California,USA
1435,The Hearing and Tinnitus Center of Dallas-Fort Worth,3/10/2012,Unknown,,Texas,USA
1436,Advanced Hearing and Balance Center,3/10/2012,LLC,9/29/2014,Illinois,USA
1437,Jacobs Clinical Diagnostics,3/2/2012,Unknown,9/17/2015,California,USA
1438,,4/25/2012,Unknown,,Nebraska,USA
1439,Cookeville Audiology and Hearing Aids,4/6/2012,Unknown,7/1/2016,Tennessee,USA
1441,Audiology Consulting Services,4/14/2012,LLC,11/5/2013,Texas,USA
1442,"The Hearing Center, LLC",4/14/2012,S-corp,1/4/2013,Kentucky,USA
1443,Atlanta Hearing Doctor,4/12/2012,S-corp,,Georgia,USA
1444,"Audiology Services, LLC",4/16/2012,Unknown,,Maryland,USA
1445,Northwest Audiology and Balance,8/12/2013,LLC,11/30/2014,Washington,USA
1446,Prairieland Audiology LLC,4/14/2012,Unknown,,Illinois,USA
1447,Bonnie Rubin Audiology of Rye Ridge,4/19/2012,Unknown,,New York,USA
1448,"Parker Audiology, P.C.",4/24/2012,Unknown,,Iowa,USA
1449,Cooper Hearing Care,4/24/2012,Unknown,,Pennsylvania,USA
1450,Bluth Hearing Care,4/27/2012,Unknown,,California,USA
1451,"Eastside Audiology and Hearing Services, P.S.",5/5/2012,S-corp,5/1/2018,Washington,USA
1452,Trinity Hearing & Balance,5/5/2012,Unknown,,Florida,USA
1453,Nilsson Audiology & Hearing Aid Clinic,5/5/2012,LLC,,Washington,USA
1454,Eastern Oregon Audiology,5/5/2012,C-corp,12/31/2017,Oregon,USA
1455,Dobbins Hearing Service,5/5/2012,Unknown,3/2/2015,Arizona,USA
1456,Stockton Hearing and Speech Center,4/30/2012,Unknown,4/30/2012,California,USA
1457,Test Conversion Practice,6/22/2012,Unknown,,Oregon,USA
1458,,7/2/2012,Unknown,,Oregon,USA
1459,Center for Hearing,9/12/2012,Unknown,9/29/2014,Arkansas,USA
1460,Hearcare LLC,7/14/2012,Sole Proprietor,12/5/2013,Wisconsin,USA
1461,Highline Hearing Professionals,7/14/2012,S-corp,,Washington,USA
1462,Denton Hearing Health Care,7/14/2012,Unknown,8/21/2012,Texas,USA
1463,Burney Hearing Center,7/14/2012,S-corp,10/18/2012,California,USA
1464,The Monterey Hearing and Balance Center,7/14/2012,Unknown,10/5/2012,California,USA
